관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
다대포해수욕장,관광지,부산광역시 사하구 몰운대1길 14(다대동),부산광역시 사하구 다대동 1548-1,35.04638172,128.9680068,0,화장실,,갯벌체험+패들보드+서핑보드 (※ 해양스포츠 체험 가능),부산바다축제 등 다양한 문화공연 등,,,1900-01-01,0,0,"백사장 길이 900m, 폭 100m의 얕은 수심으로 가족단위 피서지로 유명",051-220-4161,부산광역시 사하구,2023-01-26,3340000,부산광역시 사하구
낙동강하구아미산전망대,관광지,부산광역시 사하구 다대낙조2길 77(다대동),부산광역시 사하구 다대동 482-4,35.05276243,128.9607468,0,화장실,,,,,,1900-01-01,0,0,"모래섬, 철새, 낙조 등 천혜의 전경을 조망할 수 있는 전망대",051-265-6863,낙동강하구 에코센터,2023-01-26,3340000,부산광역시 사하구
을숙도 생태공원,관광지,부산광역시 사하구 낙동남로1233번길 25(하단동),부산광역시 사하구 하단동 1151-14,35.11008837,128.9449571,0,화장실,,,,,,1900-01-01,0,0,을숙도 상단부로 수생식물이 서식하는 생태의 보고,051-209-2000,낙동강하구 에코센터,2023-01-26,3340000,부산광역시 사하구
을숙도 철새공원,관광지,부산광역시 사하구 낙동남로 1240(하단동),부산광역시 사하구 하단동 1207-2,35.10449092,128.9459791,0,화장실,,,생태체험프로그램 운영,,,1900-01-01,0,0,철새를 보호하는 한편 습지를 비롯한 생태보존 공원,051-209-2000,낙동강하구 에코센터,2023-01-26,3340000,부산광역시 사하구
감천문화마을,관광지,부산광역시 사하구 감내2로 203(감천동),부산광역시 사하구 감천동 1-14,35.09748815,129.0106077,0,화장실,방가방가게스트하우스 등,,도자기+목공예 (※ 각종 체험프로그램 운영),감천문화마을 안내센터,,1900-01-01,0,0,한국전쟁 당시 피난민들이 모여산 계단식 마을로 다양한 예술작품 감상 가능,051-220-5922,부산광역시 사하구,2023-01-26,3340000,부산광역시 사하구
신영,관광단지,강원도 춘천시 동산면 종자리로 148-16,강원도 춘천시 동산면 군자리 산245,37.74769200,127.72550665,1694696,주차장+화장실+도로+전기시설+통신시설+상하수도시설+관광안내소+오수처리장,관광호텔+휴양콘도미니엄,저류지+클럽하우스+수위실+스키하우스+전망대+슬로프,커뮤니티센터,관광식당,,2010-08-01,1000,311,"일상의 스트레스를 벗고, 위대한 자연 속에서 휴식의 옷으로 갈아입는 곳",033-269-8888,신영종합개발(주),2023-01-12,4180000,강원도 춘천시
철암탄광역사촌,관광지,강원특별자치도 태백시 동태백로 406,강원특별자치도 태백시 철암동 403-59,37.11436554,129.0372165,16000,주차장+도로+공중화장실+집,,,,,,2018-10-08,500,50,"1960년대의 한국을 보여줌으로써, 아련한 향수를 불러일으키는 곳. 바로 철암 탄광역사 촌이다. 현재의 문명은 전혀 느낄 길이 없이, 오롯이 60년대의 정서를 그대로 살린 역사 마을이라 할 수 있으며, 기념비에서도 옛사람들의 정신을 살펴볼 수 있다. 내용인즉슨, 「남겨야 하나, 부수어야 하나 논쟁하는 사이 한국 근현대사의 유구들이 무수히 사라져갔다.「인데, 이미 많이 사라져버린 것들에 대하여 다시금 생각할 수 있도록 하곤 한다. 탄광 지역 생활사의 흔적을 고스란히 느낄 수 있는 곳으로 체험여행으로 좋다.",033-582-8070,강원특별자치도 태백시청,2023-09-06,4221000,강원특별자치도 태백시
석탄박물관,관광지,강원특별자치도 태백시 천제단길 195,강원특별자치도 태백시 소도동 166,37.11724029,128.9505662,23811,주차장+도로+공중화장실+다목적공원+석탄박물관,,,,,,1997-05-27,500,50,"석탄은 우리나라의 유일한 부존 에너지 자원으로서 생활연료 공급과 기간산업의 중추적인 역할로 국가 경제발전에 크게 기여해 왔으나 물질문명의 발달과 청정에너지 사용 증대로 그 수요가 급격히 줄어들고 있어 그간의 석탄산업 변천사와 석탄의 역사적 사실들을 한곳에 모아 귀중한 사료가 되도록 하고,후세들에게 열악한 작업환경 속에서도 산업역군으로서 석탄생산에 종사한 광산근로자들의 업적을 알리고 석탄산업 전반에 대하여 직접 체험할 수 있는 학습장으로 활용하여 석탄에 대한 기억을 되새기고자 함.",033-552-7720,강원특별자치도 태백시청,2023-09-06,4221000,강원특별자치도 태백시
태백고생대자연사박물관,관광지,강원특별자치도 태백시 태백로 2249,강원특별자치도 태백시 동점동 295,37.0948994,129.0396319,2530,주차장+도로+공중화장실+다목적공원+자연사박물관,,,,,,2000-10-01,500,50,고생대 자연환경과 그 곳에 살았던 생물역사를 추적할 수 있는 다양한 화석 및 퇴적구조를 구문소지역 일대에서 체험학습을 겸한 교육효과 향상과 학자들의 자연사 연구에 기여하고자 고생대자연사박물관을 건립하게 되었다.,033-581-8181,강원특별자치도 태백시청,2023-09-06,4221000,강원특별자치도 태백시
무릉계곡,관광지,강원특별자치도 동해시 삼화로 584,강원특별자치도 동해시 삼화동 860-1,37.463551,129.014511,156000,관리사무소(1동)+주차장(4개소)+화장실(6개소)+관광안내소(1동)+전기시설+통신시설+상하수도시설,야영장+모텔,,야영장,,관리사무실,1977-03-01,5000,584,신선이 노닐었다는 무릉계곡명승지 일명 무릉도원이라 불리는 무릉계곡 명승지는 두타산과 청옥산을 배경으로 이루어진 계곡으로 수많은 기암괴석과 절경들이 장관을 이루고 있어 마치 현존하는 선경에 와있는 듯한 느낌을 준다.,033-530-2234,강원특별자치도 동해시청,2023-09-05,4211000,강원특별자치도 동해시
요트올림픽동산지구,관광지,부산광역시 해운대구 APEC로 30,부산광역시 해운대구 우동 1413-4,35.16578256,129.1350266,117.958,관리사무소 1동+공중화장실 3동+도로포장+원형분수 1개소+연못 1개소+파고라 1동+기념동산 1개소+녹지 1개소,,놀이광장 1개소+잔디광장 1개소+산책로  1개소+놀이마당 1개소+어린이놀이터 1개소+수영장 1동,식물원 1개소+야외전시장,,,1988-07-19,800000,398,360여척의 요트를 계류할  수 있는 요트경기장이 있는 곳으로 요트와 보트 등이 파란 바다와 마린시티의 마천루를 배경으로 어우러져 이국적인 풍경을 자아내는 곳이다. 각종 국제대회는 물론 해양스포츠와 국제영화제를 비롯한 다양한 문화행사가 개최된다,051-749-4081,부산광역시 해운대구청,2023-01-01,3330000,부산광역시 해운대구
동백섬,관광지,부산광역시 해운대구 동백로 116,부산광역시 해운대구 우동 708-1,35.15234205,129.1513619,93.649,공중화장실 2동+도로+전망대 1개소+수목+잔디 1개소,관광호텔 1동,,관광유람선 1개소,,,1988-07-19,700000,101,해운대해수욕장 남쪽 끝에 위치한 동백섬은 율지와 연계된 육계도로 동백섬의 자연 그대롱를 공원으로 조성한 곳으로 2005년 APEC 정상회의 장소인 누리마루 APEC하우스가 자리해 있다.,051-749-4081,부산광역시 해운대구청,2023-01-01,3330000,부산광역시 해운대구
해운대해수욕장,관광지,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 우동 620-3,35.15910698,129.1602838,115.944,도로+광장+공중화장실 4동+주차장 1개소+관리사무소 1동+변전실 1동,,,해저  테마수족관,,,1988-07-19,800000,203,6월부터 9월까지 해수욕장을 개장하여 해수욕을 즐길 수 있다. 수심이 얕고 조수의 변화가 심하지 않아 해마다 천만 명이 넘는 피서색이 찾는다. 또한 매년 해수욕장 개장에 맞춰 다양한 행사와 축제가 개최된다,051-749-4081,부산광역시 해운대구청,2023-01-01,3330000,부산광역시 해운대구
달맞이동산지구,관광지,부산광역시 해운대구 달맞이길 190,부산광역시 해운대구 중동 산 42-25,35.15768146,129.1825429,85.845,공중화장실 2동+관리사무소 1동+광장+도로+주차장,,,망월정 1동,,,1988-07-19,700000,76,"벚나무와 송림이 울창하게 들어찬 오솔길로 드라이브 코스로 유명하다. 달맞이 고개 일대에서는 다양한 예술작품을 만날 수 있고, 특히 보름날 달빛에 어우러진 바다 정취는 데이트 코스로 유명하다.",051-749-4081,부산광역시 해운대구청,2023-01-01,3330000,부산광역시 해운대구
영산호관광지,관광지,전라남도 영암군 삼호읍 녹색로 653-11,전라남도 영암군 삼호읍 나불리 일원,34.776135,126.4577774,669217,관리사무소+화장실(8동)+주차장,한옥호텔+관광호텔,승마장,농업박물관+쌀문화테마공원,,,1983-10-11,100000,375,1981년 영산강 하굿둑이 준공되면서 만들어진 인공호수인 영산호를 중심으로 조성된 휴양지이다.,061-462-2798,전라남도청,2023-02-08,4940000,전라남도 영암군
팔봉산관광지,관광지,강원도 홍천군 서면 한치골길 1124,,37.703098,127.695183,386977,관리사무소+화장실+주차장,,풋살장,캠핑장+공연장,향토식당,관리사무실,1980-05-28,1000,150,8개의 암봉과 홍천강이 어우러진 아름다운 명산,033-430-2471,강원도 홍천군청,2023-02-06,4250000,강원도 홍천군
소노벨비발디파크,관광단지,강원도 홍천군 서면 한치골길 262,,37.65233706,127.6873348,7052479.2,관리사무소+화장실+주차장,휴양콘도미니엄,골프장+스키장+승마장,오션월드,관광공연장+식당 등,직원전용 숙소,2008-11-21,20000,2000,"휴양과 레저, 골프 및 스키 등 국내 최대규모의 관광휴양단지",033-430-2471,강원도 홍천군청,2023-02-06,4250000,강원도 홍천군
인천상륙작전기념관,관광지,인천광역시 연수구 청량로160번길 26,인천광역시 연수구 옥련동 525,37.42070925,126.6531798,1788,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,,,,,,1984-09-15,200,50,전시관+야외전시장+야외공연장+영상실+휴게실+전망대+소공원 등,032-832-0915,인천광역시,2023-03-29,3520000,인천광역시 연수구
인천도시역사관,관광지,인천광역시 연수구 인천타워대로 238,인천광역시 연수구 송도동24-7,37.39281227,126.6358879,8409,주차장 + 화장실 + 상하수도시설 + 전기시설 + 통신시설,,,,,,2009-08-07,300,70,고대 및 근대 전시관+인천 모형관+IFEZ모형관,032-850-6000,인천광역시,2023-03-29,3520000,인천광역시 연수구
장호관광지,관광지,강원도 삼척시 근덕면 삼척로 2154,,37.2868038,129.3079336,163261,관리사무소+주차장,호텔,케이블카,야영장,,,1979-06-20,2200,800,운동오락시설+오토캠핑장+카라반+야영시설 등 관광객 편의시설이 조성되어 운영되고 있으며+해상로프웨이 및 조경휴게지 등의 자연경관 감상을 위한 시설이 조성되어 운영되어 해마다 많은 관광객들이 방문,033-570-3547,강원도 삼척시청,2023-06-19,4240000,강원도 삼척시
초당관광지,관광지,강원도 삼척시 근덕면 미근로 1629,,37.37650408,129.2047561,2157243,광장+주차장,게스트하우스+ 클럽하우스,골프장,,,,1990-04-19,500,140,자연환경과 더불어 수려한 자연 지형을 그대로 살린 친환경 골프장은 기후 영향을 비교적 덜 받아 사계절 체류형 관광지의 면모를 지니고 있음,033-570-3547,강원도 삼척시청,2023-06-19,4240000,강원도 삼척시
을지전망대,관광지,강원도 양구군 해안면 전망대로 540,강원도 양구군 해안면 후리 621,38.32452923,128.1356817,324,화장실+주차장,,,,,,1988-12-10,200,20,"해발 1,049m DMZ 철책위에서 남북한의 대치상황을 한눈에 볼 수 있다",033-480-7251,강원도 양구군청,2022-08-31,4320000,강원도 양구군
제4땅굴,관광지,강원도 양구군 해안면 땅굴로 454,강원도 양구군 해안면 이현리 743,38.31963688,128.1107257,1652,화장실+주차장,,,안보전시관,,,1996-08-01,200,40,"1990년 2월3일 발견,  군사 분계선에서 1,028m 떨어진 곳에 위치",033-480-7251,강원도 양구군청,2022-08-31,4320000,강원도 양구군
양구 DMZ 조이나믹 체험장,관광지,강원도 양구군 해안면 해안서화로 47-6,강원도 양구군 해안면 후리 642,38.28900491,128.1464817,25463,화장실+주차장,,트램펄린+모험놀이시설+그물터널 놀이대+곡선형 집와이어+전동휠,,,,2021-09-29,200,42,"통일관, 전쟁기념관, 을지전망대, 제4땅굴을 찾는 관광객에게 볼거리를 제공함과 더불어 복합적 체험공간을추가로 조성함으로써 오감으로 느끼는 양구만의 차별화된 관광 인프라 구축으로 머물러 갈수 있는 체류형 관광지",033-480-7253,강원도 양구군청,2022-08-31,4320000,강원도 양구군
양구 통일관,관광지,강원도 양구군 해안면 해안서화로 35,강원도 양구군 해안면 후리 622,38.2900609,128.1455851,531,화장실+주차장,,,,,,1996-08-01,100,40,"통일에 대비하여 국민에게 북한 실상에 대한 이해의 폭을 넓히고, 통일교육의 장으로 활용하기 위한 공간",033-480-7251,강원도 양구군청,2022-08-31,4320000,강원도 양구군
백룡동굴,관광지,강원도 평창군 미탄면 문희길 63,강원도 평창군 미탄면 마하리 82,37.27786356,128.577051,956433,화장실+세면장,,,,,,2005-01-01,240,40,"백룡동굴의 입구는 해발고도 235m 지점에 있는 천연동굴로서 약 5억년 전에 생성된 것으로 보인다. 동강의 수면으로부터 약 15m 위의 지점에 위치한다. 백룡동굴은 오래 전부터 마을 주민들에게 알려져 왔으며, 동굴 입구에 온돌이 있고 그 주위에 토기조각들이 발견되는 것으로 보아 오래 전에는 우리 조상의 거처로도 사용되었던 것으로 생각된다. 또한 약 3만년 전의 것으로 추측되는 소의 대퇴부 뼈가 석순에 응고된 채 발견되어 신비로움을 더해주고 있다. 특히 굴의 주변을 감싸고 있는 백운산과 굽이쳐 흐르는 강줄기는 때묻지 않은 아름다운 자연 경관을 그대로 간직하고 있어 선경을 연상하게 해 준다.",033-330-2742,강원도 평창군청,2022-09-29,4280000,강원도 평창군
이효석문화예술촌,관광지,강원도 평창군 봉평면 효석문학길 73-25,강원도 평창군 봉평면 창동리 544-3,37.61317426,128.3701239,31961,화장실,,,이효석문학관(기념관+자료 전시실)+효석달빛언덕+이효석생가 복원동+문학의 숲(야외),카페+야외쉼터,,2018-06-29,3000,250,이효석문화예술촌은 가산 이효석의 생애와 문학세계를 볼 수 있는 곳으로 특히 이효석문학관에는 이효석 문학전시실과 다양한 문학체험을 할 수 있는 문학교실+학예연구실 등으로 이루어져 있다. 문학전시실은 그의 생애와 문학세계를 시간의 흐름에 따라 볼 수 있도록 구성하였으며+재현한 창작실+옛 봉평 장터 모형+문학과 생애를 다룬 영상물+어린이용 영상물 등을 통해 다양한 체험이 가능하도록 준비하였다. 또 문학교실에서는 다양한 영상물을 시청할 수 있고 문예행사도 볼 수 있으며+학예연구실에는 이효석과 관련된 다양한 자료를 준비하여 그의 문학세계를 깊이 연구하는 공간으로 자리잡고 있으며+문학정원에서는 자연의 아름다움과 문학의 소중함을 느낄 수 있다.또한 이효석문화예술촌에는 이효석문학관 뿐만 아니라+사계절의 자연을 느낄 수 있는 꿈꾸는 정원과 야외광장인 나귀광장과 달빛광장이 있으며 효석달빛언덕을 한눈에 내려다 볼 수 있는 달빛나귀 전망대+이효석의 기억과 추억을 들여다 볼 수 있는 작은 도서관+카페+기념품샵이 있다.,033-330-2742,강원도 평창군청,2022-09-29,4280000,강원도 평창군
평창돌문화체험관,관광지,강원도 평창군 평창읍 바위공원길 111,강원도 평창군 평창읍 중리 15-3,37.3765839984,128.4095160348,1833.41,주차장+화장실,,전시관,바위공원(야외전시장)+수석 전시관(실내),카페,,2019-12-27,50,15,장암산을 마주보는 평창강변에 위치하며 체험실+수석테마카페+전시장 등의 공간이 전국 각지의 수석 애호가들이 기증한 양질의 수석들로 채워져 있다. 바깥에는 커다란 수석들을 보며 산책을 즐길 수 있는 공원길도 갖추어져 있다.,033-330-2742,강원도 평창군청,2022-09-29,4280000,강원도 평창군
마하생태관광지,관광지,,강원도 평창군 미탄면 마하리 일원,37.2924471,128.5419693,29841,주차장,생태체험민박,,생태주택관+명상의정원+여울광장+자연학습장+담소원+산속학습장+광장6야영장,휴게음식점,,2009-04-28,300,199,마하리 본동 지구 및 마하리 문희마을 지구로 이루어져 있으며 백룡동굴의 생태관광 체험을 할 수 있다. 또한 주차장+관리사무소 등 공공편익시설과 휴게음식점+매점 등 숙박+상가시설 및 자연학습장+명상의 정원 등 휴양 문화시설이 함께 조성되어있다.,033-330-2742,강원도 평창군청,2022-09-29,4280000,강원도 평창군
구곡폭포,관광지,강원도 춘천시 남산면 강촌구곡길 254,강원도 춘천시 남산면 강촌리 432,37.79703300,127.61585200,2423000,관리사무소+주차장+공중화장실 4동+도로,휴양콘도미니엄+가족호텔,골프장+스키장,미술관+박물관,,전용숙소+연수시설,1981-02-13,1000,242,"봉화산 근처 아홉구비를 돌아 떨어지는 구곡폭포와 탄성을 자아내는 하늘벽 바위 등 자연경관이 출중한 곳이며, 깔닥재를 넘으면 자연부락인 문배마을까지 볼 수 있다.",033-250-3668,강원도 춘천시청,2023-01-12,4180000,강원도 춘천시
춘천호반,관광지,강원도 춘천시 서면 경춘로 1401-25,강원도 춘천시 서면 덕두원리 118-6,37.82571400,127.65936800,6154000,도로+관리사무소 2동+주차장+화장실 3동+오수처리장+배수지,방갈로+야영캠프장,낚시터+수영장,유원지+박물관,,,1969-01-21,1000,202,"춘천댐은 신북면 용산리와 서면 오월리 사이의 북한강 본류에 건설된 수력 발전소로 높이는 무려 40m에 이르고 담수 면적은 총면적 17㎢인 거대한 댐이다. 화천으로부터 내려오는 물길을 막아 설립된 춘천호 주변은 맑은 물과 푸른 자연환경을 지니고 있어 아름다움을 자랑한다. 또한, 춘천댐의 위 물길과 아래 물길 일대에는 유원지가 만들어져서 식당, 방갈로, 원두막, 야영캠프장, 낚시터 등 편의시설이 되어 있어 관광객들이 애용하고 있다. 유원지 숲 곳곳에 가족소풍을 즐길 만한 공간도 있어 가족끼리의 여행 장소로 제격이다.",033-245-2211,강원도 춘천시청,2023-01-12,4180000,강원도 춘천시
청평사(춘천),관광지,강원도 춘천시 북산면 오봉산길 810,강원도 춘천시 북산면 청평리 673,37.98607131,127.80840700,175000,도로+주차장+하수처리장+관리사무소 2동+매표소 2동+화장실 3동+다목적광장,휴양콘도미니엄+여관+펜션,계곡+구성폭포,오봉산+소양댐+야영장+전망대,,,1987-06-15,1000,137,"청평사 관광지는 시내에서 19km 지점에 있으며 소양호 선착장에서 선박을 이용하여 10분 정도 가면 청평사 관광지에 이른다. 계곡이 수려하여 등산객들이 즐겨 찾는 곳으로 계곡을 따라 오르다 보면 7m 높이의 아홉 가지 소리를 낸다는 구성폭포가 있다. 그밖에 청평사 고려 정원 영지, 청평사 회전문, 3층 석탑 등이 있다. 이곳을 계속 오르면 오봉산 등산로와 연결된다. 청평사 관광지의 초입에는 다양한 먹거리가 있어 춘천의 토속음식들을 만나볼 수 있다.",033-244-1095,강원도 춘천시청,2023-01-12,4180000,강원도 춘천시
두타연,관광지,강원도 양구군 방산면 두타연로 297,강원도 양구군 방산면 고방산리 1024,38.246783,127.9816923,30,화장실+주차장,,,,,,1996-05-07,1000,50,"금강산에서 발원한 물줄기가 골짜기를 만나 아담한 폭포를 이루고, 그 아래 만들어진 너른 소를 일컫는다.",033-480-7266,강원도 양구군청,2022-08-31,4320000,강원도 양구군
한반도섬,관광지,강원도 양구군 양구읍 고대리 649-1,강원도 양구군 양구읍 고대리 649-1,38.130582,127.982972,4500,화장실+주차장,,파로호뱃길나루터: 카누+카약+수상자전거+마이보트 이용가능,,,,2009-07-09,5000,100,한반도지형을 그대로 축소한 섬,033-480-7267,강원도 양구군청,2022-08-31,4320000,강원도 양구군
국토정중앙천문대,관광지,강원도 양구군 남면 국토정중앙로 127,강원도 양구군 남면 도촌리 96-5,38.0689384,128.0296768,1166,화장실+주차장,,,휴게실+전시실+천체투영실+영상관,,,2007-05-31,50,55,우리나라의 중심에서 하늘을 바라보기 위해국토정중앙점 부근에 건설되어 2007년 5월 31일 개관,033-480-7255,강원도 양구군청,2022-08-31,4320000,강원도 양구군
속리산 법주사,관광지,충청북도 보은군 속리산면 법주사로 379,충청북도 보은군 속리산면 사내리 209,36.53993659,127.8306346,125625,화장실+해설사의 집,속리산 숲체험휴양마을 등 다수의 숙박시설 보유,세조길+오리숲길+야영장,법주사내 국보와 보물 보유,해설사의 집(문화관광해설사 관광안내),,2009-12-21,1000,150,대한불교조계종 제5교구의 본사로 신라시대 의신 조사가 창건하였고 2018년 6월 유네스코세계문화유산에 등재 되어 세계문화를 인정 받았다,043-540-3392,충청북도 보은군청,2022-11-23,4420000,충청북도 보은군
동학농민혁명기념공원,관광지,충청북도 보은군 보은읍 동학로 236-22,충청북도 보은군 보은읍 성족리 산16,36.51567136,127.7591951,336992,화장실+해설사의 집,보은읍내 숙박 가능,보은 스포츠파크(야구장+수영장+축구장),솔향공원+속리산 법주사,해설사의 집(문화관광해설사 관광안내),,2015-09-01,300,30,탐관오리에 대한 봉기와 외세에 대한 저항 의식을 일깨워 준 농민들의 자발적 혁명으로 3.1운동의 큰 밑거름이 되었다,043-540-3392,충청북도 보은군청,2022-11-23,4420000,충청북도 보은군
함평엑스포공원,관광지,전라남도 함평군 함평읍 곤재로 27,,35.05813923,126.5226056,246907,화장실+주차장+관광안내소,,파크골프장+미술관+종합유원시설,공연장,,,2000-11-11,50000,100,아시아생태문화관광지,061-320-2204,함평군,2022-11-09,4960000,전라남도 함평군
용문산 관광지,관광지,경기도 양평군 용문면 용문산로 641,경기도 양평군 용문면 신점리 525-2번지,37.54529617,127.583066,382233,관리사무소+관광안내소+ 주차장+ 공중화장실,콘도+ 펜션,청춘뮤지엄,야영장+ 친환경농업박물관,야외공연장,,1971-05-20,5000,807,관광지를 품에 안고 있는 용문산의 웅장한 산세와 기암괴석이 만들어 낸 절경은 금강산을 방불케 한다.,031-770-2491,경기도 양평군청,2023-05-24,4170000,경기도 양평군
두물머리,관광지,경기도 양평군 양서면 두물머리길 145,경기도 양평군 양서면 양수리 697번지,37.53362262,127.3174715,400000,관리사무소+주차장+ 공중화장실,,두물머리생태학교,,,,1974-05-24,5000,567,물안개와 일출+ 황포돛배 그리고 400년이 넘은 느티나무가 어우러진 한국관광 100선에 선정된 곳,031-770-2568,경기도 양평군청,2023-05-24,4170000,경기도 양평군
세미원,관광지,경기도 양평군 양서면 양수로 93,경기도 양평군 양서면 용담리 428-8번지,37.54093866,127.3239608,127085,관리사무소+주차장+ 공중화장실,,,연꽃박물관,,,2019-09-17,3000,567,경기도 제1호 지방정원,031-770-2568,경기도 양평군청,2023-05-24,4170000,경기도 양평군
율포해수욕장,관광지,전라남도 보성군 회천면 우암길 24,전라남도 보성군 회천면 동율리 678,34.67002926,127.0890241,34625,관광안내소+화장실+샤워실+주차장,휴양콘도미니엄,,해수욕장+해수녹차탕+오토캠핑리조트,,,2005-05-12,1500,100,"2012년 전국3대 우수해변, 2016년 해양수산부가 추천하는 올 여름 바다여행지 10선에 선정된 율포솔밭해변은 폭 60m와 길이 1.2km에 이르는 은빛 모래밭에 50~60년생의 소나무들이 숲을 이뤄 운치를 더한다.  공해없는 청정해역이므로 깨끗한 바다를 즐길 수 있고 1991년 국민관광지로 지정되어 각종 편의시설이 잘 갖춰져있다. 해수녹차 휴게센터와 해수풀장, 그리고 녹차탕까지 있어 어린이를 동반한 가족단위 피서지로 많은 관광객들이 여름철에 이곳을 찾고 있다.",061-850-5211,전라남도 보성군청,2023-07-13,4890000,전라남도 보성군
한국차문화공원,관광지,전라남도 보성군 보성읍 녹차로 775,전라남도 보성군 보성읍 봉산리 1197,34.71987643,127.0817099,90067,관광안내소+화장실+주차장,휴양콘도미니엄,,실내정원+한국차박물관+야외공연장+청소년수련원+천문과학관,,,2003-08-29,200,150,"한국차박물관+세계차나무식물원+보성차품평관+다목적 야외공연장+차만들어보는 곳+청소년 수련원 등이 푸른녹차밭과 어우러져 있어 관람 및 휴식, 체험이 가능하다. 특히 한국차박물관은 천혜의 차밭 경관과 인접하고 차에 대한 풍부한 컨텐츠를 담은 차 전문 박물관으로 우리 차 문화의 올바른 정립 및 연구와 보급의 구심점 역할을 한다.",061-852-0918,전라남도 보성군청,2023-07-13,4890000,전라남도 보성군
금마관광지,관광지,전라북도 익산시 금마면 고도9길 41-14,전라북도 익산시 금마면 동고도리 534-3,36.0015063,127.0570781,208700,광장+안내시설+화장실+주차장+만남의장,황토숙박,놀이시설+전통 놀이마당,공연장+조경휴게소+공원+교양관+유적전시시설+꽃동산+마재배지+실개천+잔디광장+서동선화이야기동산+주말농장+농경체험장+상가,,,1990-12-03,1000,451,익산 서동공원 일원,063-0859-5827,전라북도 익산시청,2023-09-04,4681000,전북특별자치도 익산시
미륵사지관광지,관광지,전라북도 익산시 금마면 미륵사지로 362,전라북도 익산시 금마면 기양리 104-1,36.01154232,127.0287139,108743,주차장+광장+안내소+화장실,,,전통음식점+기념품점,,,2006-02-22,2000,150,미륵사지 절터 및 전시실,063-0859-5827,전라북도 익산시청,2023-09-04,4681000,전북특별자치도 익산시
왕궁보석테마 관광지,관광지,전라북도 익산시 왕궁면 호반로 8,전라북도 익산시 왕궁면 동용리 541-1,35.99061279,127.1025486,160460,주차장+광장+관광안내시설,,놀이터,보석박물관+화석전시관+공룡테마공원+피크닉장+기타+전시판매센터+식당+판매시설,,,2001-07-05,3000,236,익산 보석박물관,063-0859-5827,전라북도 익산시청,2023-09-04,4681000,전북특별자치도 익산시
웅포관광지,관광지,전라북도 익산시 웅포면 강변로 25,전라북도 익산시 웅포면 웅포리 727,36.06581391,126.8754193,2576294,주차장+화장실+샤워장+취사장및음수대,,골프장+운동장+썰매장,문화체육센터+캠핑장+청소년수련시설+야영장+자연학습장+골프연습장+상가,,,2003-02-18,500,100,웅포 곰개나루 및 캠핑장,063-0859-5827,전라북도 익산시청,2023-09-04,4681000,전북특별자치도 익산시
석정온천관광지,관광지,전라북도 고창군 고창읍 석정2로 173,전라북도 고창군 고창읍 석정리 733,35.43111098,126.7405968,1501011,도로+주차장+공원+광장+화장실,펜션+콘도미니엄,골프장+스파,문화체육센터+실버휴양촌,,,1992-02-24,3000,840,게르마늄 온천을 이용한 온가족이 함께 즐길 수 있는 사계절 휴양 관광지,063-560-2954,전라북도 고창군,2023-07-11,4781000,전북특별자치도 고창군
방화동가족휴가촌,관광지,전라북도 장수군 번암면 방화동로 778,전라북도 장수군 번암면 사암리 625,35.59064179,127.5268761,250000,"관리사무실, 주차장, 화장실, 샤워실, 취사장","가족휴양동 20실, 다문화체험동 5실","족구장 1식, 체육광장 1식","목재문화체험장, 야영장, 인공폭포",,,1988-02-19,2400,200,전국 8대종산에 속하는 장안산 기슭을 따라 펼쳐지는 맑고 깨끗한 계곡을 끼고 조성된 국민 휴양지,063-350-2475,장수군 산림과,2021-10-12,4751000,전북특별자치도 장수군
오동도,관광지,전라남도 여수시 오동도로 222,전라남도 여수시 수정동 1-2,34.7443435,127.764121,130000,화장실+동백열차,,U-Bike,음악분수대,관광안내소,관리사무소,1968-01-01,0,356,동백을 비롯하여 194종의 울창한 의귀수목과 기암절벽이 자연스럽게 조화를 이룬 섬으로 한려해상국립공원에 속해있다. 동백꽃으로 유명한 여수의 대표 관광지이다.,061-659-1819,전라남도 여수시청,2024-04-01,4810000,전라남도 여수시
